city,population
"New Columbus, PA",227
"New Cumberland, PA",7288
"New Eagle, PA",2085
"New Florence, PA",647
"New Freedom, PA",4685
"New Galilee, PA",352
"New Holland, PA",5464
"New Hope, PA",2530
"New Lebanon, PA",171
"New Milford, PA",843
"New Morgan, PA",76
"New Oxford, PA",1813
"New Paris, PA",172
"New Philadelphia, PA",1031
"New Ringgold, PA",262
"New Salem, PA",791
"New Stanton, PA",2060
"Newton Hamilton, PA",197
"New Washington, PA",55
"New Wilmington, PA",2197
"North Apollo, PA",1201
"North Braddock, PA",4669
"North Catasauqua, PA",2831
"North Charleroi, PA",1261
"North East, PA",4033
"Northern Cambria, PA",3505
"North Irwin, PA",787
"North Wales, PA",3265
"North York, PA",2027
"Old Forge, PA",7894
"Osceola Mills, PA",1069
"Palo Alto, PA",978
"Patterson Heights, PA",597
"Pen Argyl, PA",3556
"Pennsbury Village, PA",653
"Picture Rocks, PA",644
"Pine Grove, PA",2069
"Pleasant Hills, PA",8026
"Point Marion, PA",1098
"Port Allegany, PA",1998
"Port Carbon, PA",1775
"Port Clinton, PA",307
"Port Matilda, PA",587
"Port Royal, PA",908
"Port Vue, PA",3651
"Prospect Park, PA",6492
"Red Hill, PA",2361
"Red Lion, PA",6330
"Rices Landing, PA",424
"Ridley Park, PA",7065
"Roaring Spring, PA",2436
"Rose Valley, PA",948
"Rosslyn Farms, PA",420
"Rural Valley, PA",814
"St. Clair, PA",2830
"St. Clairsville, PA",75
"St. Lawrence, PA",1840
"St. Petersburg, PA",368
"Sandy Lake, PA",624
"Scalp Level, PA",700
"Schuylkill Haven, PA",5106
"Seven Fields, PA",2736
"Seven Springs, PA",24
"Seven Valleys, PA",511
"Sewickley Heights, PA",807
"Sewickley Hills, PA",690
"Shade Gap, PA",89
"Shamokin Dam, PA",1706
"Sharon Hill, PA",5689
"Sinking Spring, PA",4106
"Slippery Rock, PA",3531
"Snow Shoe, PA",765
"South Bethlehem, PA",447
"South Coatesville, PA",1456
"South Connellsville, PA",1864
"South Fork, PA",842
"South Greensburg, PA",1996
"South Heights, PA",443
"South Renovo, PA",426
"South Waverly, PA",1004
"Southwest Greensburg, PA",2018
"South Williamsport, PA",6068
"Spring City, PA",3303
"Spring Grove, PA",2178
"State College, PA",42160
"Sugar Grove, PA",573
"Sugar Notch, PA",962
"Summit Hill, PA",2954
"Susquehanna Depot, PA",1513
"Terre Hill, PA",1435
"Three Springs, PA",433
"Tower City, PA",1277
"Turtle Creek, PA",5138
"Union City, PA",3118
"Union Dale, PA",239
"Warrior Run, PA",581
"West Brownsville, PA",958
"West Chester, PA",20029
"West Conshohocken, PA",1432
"West Easton, PA",1250
"West Elizabeth, PA",493
"West Grove, PA",2839
"West Hazleton, PA",4355
"West Homestead, PA",1864
"West Kittanning, PA",1090
"West Leechburg, PA",1221
"West Liberty, PA",330
"West Mayfield, PA",1164
"West Middlesex, PA",803
"West Middletown, PA",133
"West Mifflin, PA",19699
"West Newton, PA",2480
"West Pittston, PA",4761
"West Reading, PA",4296
"West Sunbury, PA",181
"West View, PA",6516
"West Wyoming, PA",2676
"West York, PA",4571
"White Haven, PA",1100
"White Oak, PA",7441
"Wind Gap, PA",2738
"York Haven, PA",693
"York Springs, PA",776
"Honolulu, HI",345064
"Alexander City, AL",14317
"Bay Minette, AL",9354
"Carbon Hill, AL",1892
"Center Point, AL",16110
"East Brewton, AL",2356
"Fort Payne, AL",14074
"Good Hope, AL",2362
"Gulf Shores, AL",12757
"Hokes Bluff, AL",4257
"La Fayette, AL",2910
"Mountain Brook, AL",20297
"Muscle Shoals, AL",14575
"New Hope, AL",2916
"Orange Beach, AL",6235
"Pell City, AL",14045
"Phenix City, AL",36487
"Pleasant Grove, AL",9604
"Rainbow City, AL",9611
"Red Bay, AL",3085
"Smiths Station, AL",5391
"Spanish Fort, AL",9214
"Union Springs, AL",3410
"Valley Grande, AL",3570
"Vestavia Hills, AL",34413
"Anaktuvuk Pass, AK",343
"Brevig Mission, AK",401
"Clark's Point, AK",62
"Coffman Cove, AK",176
"Cold Bay, AK",125
"Delta Junction, AK",928
"Edna Bay, AK",41
"Fort Yukon, AK",534
"Goodnews Bay, AK",277
"Holy Cross, AK",164
"Hooper Bay, AK",1227
"King Cove, AK",1000
"Larsen Bay, AK",83
"Lower Kalskag, AK",314
"Mountain Village, AK",877
"New Stuyahok, AK",509
"North Pole, AK",2094
"Nunam Iqua, AK",207
"Old Harbor, AK",215
"Pilot Point, AK",65
"Pilot Station, AK",625
"Point Hope, AK",715
"Port Alexander, AK",52
"Port Heiden, AK",109
"Port Lions, AK",184
"Russian Mission, AK",343
"St. George, AK",101
"St. Mary's, AK",568
"St. Michael, AK",414
"St. Paul, AK",481
"Sand Point, AK",1064
"Scammon Bay, AK",534
"Tenakee Springs, AK",135
"Thorne Bay, AK",467
"Toksook Bay, AK",673
"Upper Kalskag, AK",235
"Whale Pass, AK",30
"White Mountain, AK",201
"Apache Junction, AZ",42571
"Bullhead City, AZ",40884
"Casa Grande, AZ",58632
"El Mirage, AZ",35753
"Litchfield Park, AZ",6436
"St. Johns, AZ",3512
"San Luis, AZ",34778
"Show Low, AZ",11442
"Sierra Vista, AZ",43045
"South Tucson, AZ",5715
"Arkansas City, AR",315
"Ash Flat, AR",1098
"Bald Knob, AR",2868
"Bella Vista, AR",28872
"Bethel Heights, AR",2771
"Black Rock, AR",602
"Bull Shoals, AR",1946
"Calico Rock, AR",1746
"Cammack Village, AR",719
"Campbell Station, AR",229
"Cave City, AR",1927
"Cave Springs, AR",5276
"Cherokee Village, AR",4661
"Cherry Valley, AR",583
"Coal Hill, AR",1011
"Cotton Plant, AR",574
"De Queen, AR",6534
"Des Arc, AR",1582
"Diamond City, AR",800
"El Dorado, AR",17651
"Elm Springs, AR",2472
"Eureka Springs, AR",2106
"Evening Shade, AR",444
"Fairfield Bay, AR",2189
"Forrest City, AR",13820
"Fort Smith, AR",87891
"Green Forest, AR",2749
"Greers Ferry, AR",856
"Heber Springs, AR",6916
"Helena-West Helena, AR",10299
"Hickory Ridge, AR",241
"Holly Grove, AR",528
"Horseshoe Bend, AR",2109
"Hot Springs, AR",38797
"Junction City, AR",523
"Lake City, AR",2650
"Lake View, AR",358
"Lake Village, AR",2194
"Little Flock, AR",2786
"Little Rock, AR",197312
"Mammoth Spring, AR",960
"Marked Tree, AR",2420
"Mineral Springs, AR",1148
"Mountain Home, AR",12569
"Mountain Pine, AR",783
"Mountain View, AR",2863
"Mount Ida, AR",1005
"Peach Orchard, AR",125
"Pea Ridge, AR",6211
"Pine Bluff, AR",41474
"Prairie Grove, AR",6740
"St. Francis, AR",228
"Shannon Hills, AR",3990
"Siloam Springs, AR",17101
"Star City, AR",2030
"Sulphur Springs, AR",529
"Van Buren, AR",23683
"Walnut Ridge, AR",5062
"West Fork, AR",2655
"West Memphis, AR",24402
"White Hall, AR",4963
"Wiederkehr Village, AR",46
"Agoura Hills, CA",20222
"Aliso Viejo, CA",50887
"Amador City, CA",190
"American Canyon, CA",20475
"Arroyo Grande, CA",17976
"Baldwin Park, CA",75251
"Bell Gardens, CA",42012
"Beverly Hills, CA",33792
"Blue Lake, CA",1245
"Buena Park, CA",81788
"California City, CA",14198
"Canyon Lake, CA",11280
"Cathedral City, CA",55007
"Chino Hills, CA",83853
"Chula Vista, CA",274492
"Citrus Heights, CA",87796
"Costa Mesa, CA",113003
"Crescent City, CA",6787
"Culver City, CA",39185
"Daly City, CA",106280
"Dana Point, CA",33577
"Del Mar, CA",4319
"Diamond Bar, CA",55720
"Dos Palos, CA",5527
"El Cajon, CA",102708
"El Centro, CA",44079
"El Cerrito, CA",25508
"Elk Grove, CA",174775
"El Monte, CA",115487
"El Segundo, CA",16610
"Fort Bragg, CA",7291
"Fort Jones, CA",692
"Foster City, CA",33901
"Fountain Valley, CA",55357
"Garden Grove, CA",171644
"Grand Terrace, CA",12584
"Grass Valley, CA",12817
"Grover Beach, CA",13459
"Hawaiian Gardens, CA",14159
"Hermosa Beach, CA",19320
"Hidden Hills, CA",1890
"Huntington Beach, CA",199223
"Huntington Park, CA",57509
"Imperial Beach, CA",27440
"Indian Wells, CA",5470
"Jurupa Valley, CA",109527
"King City, CA",14077
"Laguna Beach, CA",22827
"Laguna Hills, CA",31207
"Laguna Niguel, CA",66385
"Laguna Woods, CA",15850
"La Habra, CA",60513
"Lake Elsinore, CA",69283
"Lake Forest, CA",85531
"La Mesa, CA",59249
"La Mirada, CA",48183
"La Palma, CA",15428
"La Puente, CA",39614
"La Quinta, CA",41748
"La Verne, CA",31974
"Lemon Grove, CA",26811
"Live Oak, CA",8912
"Loma Linda, CA",24482
"Long Beach, CA",462628
"Los Alamitos, CA",11399
"Los Altos, CA",30089
"Los Angeles, CA",3979576
"Los Banos, CA",41036
"Manhattan Beach, CA",35183
"Menlo Park, CA",34698
"Mill Valley, CA",14259
"Mission Viejo, CA",94381
"Monterey Park, CA",59669
"Monte Sereno, CA",3427
"Moreno Valley, CA",213055
"Morgan Hill, CA",45952
"Morro Bay, CA",10543
"Mountain View, CA",82739
"Mount Shasta, CA",3274
"National City, CA",61394
"Nevada City, CA",3148
"Newport Beach, CA",84534
"Orange Cove, CA",10273
"Pacific Grove, CA",15413
"Palm Desert, CA",53275
"Palm Springs, CA",48518
"Palo Alto, CA",65364
"Pico Rivera, CA",62027
"Pismo Beach, CA",8168
"Pleasant Hill, CA",34839
"Point Arena, CA",449
"Port Hueneme, CA",21926
"Rancho Cordova, CA",75087
"Rancho Cucamonga, CA",177603
"Rancho Mirage, CA",18528
"Red Bluff, CA",14539
"Redondo Beach, CA",66749
"Redwood City, CA",85925
"Rio Dell, CA",3349
"Rio Vista, CA",9718
"Rohnert Park, CA",43291
"Rolling Hills, CA",1845
"St. Helena, CA",6102
"San Bernardino, CA",215784
"San Bruno, CA",42807
"San Carlos, CA",30185
"San Clemente, CA",64558
"Sand City, CA",399
"San Diego, CA",1423851
"San Dimas, CA",33621
"San Fernando, CA",24322
"San Francisco, CA",881549
"San Gabriel, CA",39899
"San Jacinto, CA",49215
"San Joaquin, CA",4021
"San Jose, CA",1021795
"San Leandro, CA",88815
"San Marcos, CA",96664
"San Marino, CA",13048
"San Mateo, CA",104430
"San Pablo, CA",30990
"San Rafael, CA",58440
"San Ramon, CA",75995
"Santa Ana, CA",332318
"Santa Barbara, CA",91364
"Santa Clara, CA",130365
"Santa Clarita, CA",212979
"Santa Cruz, CA",64608
"Santa Maria, CA",107263
"Santa Monica, CA",90401
"Santa Paula, CA",29806
"Santa Rosa, CA",176753
"Scotts Valley, CA",11757
"Seal Beach, CA",23896
"Shasta Lake, CA",10413
"Sierra Madre, CA",10793
"Signal Hill, CA",11421
"Simi Valley, CA",125613
"Solana Beach, CA",13296
"South Gate, CA",93444
"South Pasadena, CA",25329
"Suisun City, CA",29663
"Sutter Creek, CA",2622
"Temple City, CA",35811
"Thousand Oaks, CA",126813
"Twentynine Palms, CA",26073
"Union City, CA",74107
"Villa Park, CA",5790
"Walnut Creek, CA",70166
"West Covina, CA",105101
"West Hollywood, CA",36475
"Westlake Village, CA",8217
"West Sacramento, CA",53519
"Yorba Linda, CA",67644
"Yuba City, CA",67010
"Black Hawk, CO",128
"Cañon City, CO",16725
"Castle Pines, CO",10763
"Central City, CO",770
"Colorado Springs, CO",478221
"Commerce City, CO",60336
"Cripple Creek, CO",1258
"Federal Heights, CO",12827
"Fort Collins, CO",170243
"Fort Lupton, CO",8317
"Fort Morgan, CO",11463
"Glenwood Springs, CO",9930
"Grand Junction, CO",63597
"Greenwood Village, CO",15735
"Idaho Springs, CO",1786
"La Junta, CO",6881
"Las Animas, CO",2165
"Lone Tree, CO",13082
"Manitou Springs, CO",5390
"Monte Vista, CO",4138
"Rocky Ford, CO",3815
"Steamboat Springs, CO",13214
"Wheat Ridge, CO",31324
"Woodland Park, CO",7885
"New Britain, CT",72495
"New Haven, CT",130250
"New London, CT",26858
"West Haven, CT",54620
"Delaware City, DE",1837
"New Castle, DE",5392
"Rehoboth Beach, DE",1546
"Altamonte Springs, FL",44143
"Anna Maria, FL",1762
"Atlantic Beach, FL",13872
"Avon Park, FL",10689
"Bay Lake, FL",53
"Belleair Beach, FL",1603
"Belleair Bluffs, FL",2187
"Belle Glade, FL",20134
"Belle Isle, FL",7240
"Boca Raton, FL",99805
"Bonita Springs, FL",59637
"Bowling Green, FL",2887
"Boynton Beach, FL",78679
"Bradenton Beach, FL",1279
"Cape Canaveral, FL",10470
"Cape Coral, FL",194495
"Cedar Key, FL",720
"Center Hill, FL",1460
"Cocoa Beach, FL",11705
"Coconut Creek, FL",61248
"Cooper City, FL",35800
"Coral Gables, FL",49700
"Coral Springs, FL",133759
"Crescent City, FL",1535
"Crystal River, FL",3186
"Dade City, FL",7338
"Dania Beach, FL",32271
"Daytona Beach, FL",69186
"Deerfield Beach, FL",81066
"DeFuniak Springs, FL",6968
"Delray Beach, FL",69451
"Eagle Lake, FL",2904
"Fanning Springs, FL",1030
"Fernandina Beach, FL",13169
"Flagler Beach, FL",5123
"Florida City, FL",11771
"Fort Lauderdale, FL",182437
"Fort Meade, FL",6257
"Fort Myers, FL",87103
"Fort Pierce, FL",46103
"Fruitland Park, FL",10730
"Gulf Breeze, FL",6900
"Haines City, FL",26009
"Hallandale Beach, FL",39847
"Hialeah Gardens, FL",23474
"High Springs, FL",6178
"Holly Hill, FL",12357
"Holmes Beach, FL",4305
"Jacksonville Beach, FL",23628
"Jacob City, FL",246
"Keystone Heights, FL",1537
"Key West, FL",24118
"Lake Alfred, FL",6257
"Lake Butler, FL",1804
"Lake City, FL",12352
"Lake Helen, FL",2801
"Lake Mary, FL",17479
"Lake Wales, FL",16759
"Lake Worth, FL",38526
"Lauderdale Lakes, FL",36194
"Laurel Hill, FL",627
"Lighthouse Point, FL",11270
"Live Oak, FL",6972
"Lynn Haven, FL",20525
"Madeira Beach, FL",4301
"Marco Island, FL",17947
"Mary Esther, FL",4434
"Mexico Beach, FL",1114
"Miami Beach, FL",88885
"Miami Gardens, FL",110001
"Miami Springs, FL",13917
"Moore Haven, FL",1807
"Mount Dora, FL",14516
"Neptune Beach, FL",7259
"North Lauderdale, FL",44262
"North Miami, FL",62822
"North Port, FL",70724
"Oak Hill, FL",2214
"Oakland Park, FL",45202
"Orange City, FL",12335
"Ormond Beach, FL",43759
"Palm Bay, FL",115552
"Palm Coast, FL",89800
"Panama City, FL",34667
"Pembroke Pines, FL",173591
"Pinellas Park, FL",53637
"Plant City, FL",39744
"Pompano Beach, FL",112118
"Port Orange, FL",64842
"Port Richey, FL",2933
"Punta Gorda, FL",20369
"Riviera Beach, FL",35463
"Safety Harbor, FL",18016
"St. Augustine, FL",15415
"St. Cloud, FL",54579
"St. Marks, FL",324
"St. Petersburg, FL",265351
"San Antonio, FL",1475
"Satellite Beach, FL",11130
"South Bay, FL",5200
"South Daytona, FL",13080
"South Miami, FL",11911
"South Pasadena, FL",5095
"Tarpon Springs, FL",25577
"Temple Terrace, FL",26639
"Treasure Island, FL",6921
"Vero Beach, FL",17503
"Weeki Wachee, FL",13
"West Melbourne, FL",24259
"West Miami, FL",8767
"West Park, FL",15089
"Wilton Manors, FL",12756
"Winter Garden, FL",46051
"Winter Haven, FL",44955
"Winter Park, FL",30825
"Winter Springs, FL",37312
"Avondale Estates, GA",3129
"Ball Ground, GA",2195
"Berkeley Lake, GA",2147
"Blue Ridge, GA",1461
"Buena Vista, GA",2053
"Cave Spring, GA",1070
"Chattahoochee Hills, GA",3318
"College Park, GA",15159
"De Soto, GA",173
"East Dublin, GA",2398
"East Ellijay, GA",569
"East Point, GA",34875
"Edge Hill, GA",23
"Flowery Branch, GA",8325
"Forest Park, GA",20020
"Fort Gaines, GA",963
"Fort Oglethorpe, GA",9994
"Fort Valley, GA",8962
"Franklin Springs, GA",1192
"Garden City, GA",8713
"Good Hope, GA",300
"Holly Springs, GA",15442
"Johns Creek, GA",84579
"Lake City, GA",2829
"Lake Park, GA",1207
"Locust Grove, GA",8243
"Lookout Mountain, GA",1574
"Lumber City, GA",1257
"Mountain Park, GA",568
"Mount Vernon, GA",2371
"Mount Zion, GA",1813
"Norman Park, GA",962
"Peachtree City, GA",36223
"Peachtree Corners, GA",43905
"Pine Lake, GA",754
"Port Wentworth, GA",9641
"Powder Springs, GA",15758
"Ray City, GA",1094
"Richmond Hill, GA",13839
"St. Marys, GA",18567
"Sale City, GA",344
"Sandy Springs, GA",109452
"Santa Claus, GA",159
"Sky Valley, GA",273
"Social Circle, GA",4544
"South Fulton, GA",99155
"Stone Mountain, GA",6281
"Sugar Hill, GA",24617
"Sunny Side, GA",140
"Tunnel Hill, GA",910
"Twin City, GA",1701
"Tybee Island, GA",3063
"Ty Ty, GA",737
"Union City, GA",22399
"Union Point, GA",1899
"Villa Rica, GA",16058
"Walnut Grove, GA",1357
"Warm Springs, GA",405
"Warner Robins, GA",77617
"West Point, GA",3737
"White Plains, GA",342
"Young Harris, GA",1661
"American Falls, ID",4315
"Atomic City, ID",27
"Boise City, ID",228959
"Bonners Ferry, ID",2637
"Butte City, ID",68
"Clark Fork, ID",579
"Coeur d'Alene, ID",52414
"Dalton Gardens, ID",2410
"East Hope, ID",225
"Elk River, ID",122
"Garden City, ID",11969
"Glenns Ferry, ID",1303
"Grand View, ID",469
"Hayden Lake, ID",623
"Horseshoe Bend, ID",787
"Idaho City, ID",467
"Idaho Falls, ID",62888
"Island Park, ID",266
"Malad City, ID",2137
"Mountain Home, ID",14562
"Moyie Springs, ID",761
"Mud Lake, ID",419
"New Meadows, ID",537
"New Plymouth, ID",1554
"Post Falls, ID",36250
"Priest River, ID",1893
"St. Anthony, ID",3553
"St. Charles, ID",153
"St. Maries, ID",2448
"Soda Springs, ID",3023
"Spirit Lake, ID",2533
"State Line, ID",49
"Sugar City, ID",1452
"Sun Valley, ID",1486
"Swan Valley, ID",245
"Twin Falls, ID",50197
"Warm River, ID",3
"White Bird, ID",95
"Blue Island, IL",22899
"Bunker Hill, IL",1687
"Calumet City, IL",35913
"Chicago Heights, IL",29322
"Creal Springs, IL",527
"Crest Hill, IL",20376
"Crystal Lake, IL",39829
"Dallas City, IL",872
"Des Plaines, IL",58899
"Du Quoin, IL",5670
"East Dubuque, IL",1569
"East Moline, IL",20645
"East Peoria, IL",22546
"El Paso, IL",2730
"Fairview Heights, IL",16303
"Farmer City, IL",1936
"Gibson City, IL",3233
"Grand Tower, IL",564
"Granite City, IL",28158
"Hickory Hills, IL",13710
"Highland Park, IL",29515
"Johnston City, IL",3389
"La Harpe, IL",1143
"Lake Forest, IL",19446
"Leland Grove, IL",1464
"Le Roy, IL",3493
"Loves Park, IL",23371
"Marquette Heights, IL",2645
"Mason City, IL",2119
"Mound City, IL",504
"Mount Carmel, IL",7001
"Mount Carroll, IL",1571
"Mount Olive, IL",1939
"Mount Pulaski, IL",1464
"Mount Sterling, IL",1909
"Mount Vernon, IL",14723
"New Boston, IL",650
"North Chicago, IL",29615
"Oakbrook Terrace, IL",2098
"Oak Forest, IL",27173
"Palos Heights, IL",12520
"Palos Hills, IL",17060
"Park City, IL",7438
"Park Ridge, IL",36950
"Prospect Heights, IL",15887
"Red Bud, IL",3480
"Rock Falls, IL",8740
"Rock Island, IL",37176
"Rolling Meadows, IL",23532
"St. Charles, IL",32887
"St. Elmo, IL",1403
"St. Francisville, IL",622
"South Beloit, IL",7624
"Spring Valley, IL",5125
"Villa Grove, IL",2418
"West Chicago, IL",26816
"West Frankfort, IL",7823
"West Peoria, IL",4455
"White Hall, IL",2329
"Wood Dale, IL",13607
"Wood River, IL",10051
"Beech Grove, IN",14937
"Columbia City, IN",9234
"Crown Point, IN",30488
"East Chicago, IN",27817
"Fort Wayne, IN",270402
"Gas City, IN",5772
"Hartford City, IN",5660
"Lake Station, IN",11845
"La Porte, IN",21569
"Michigan City, IN",31015
"Mount Vernon, IN",6502
"New Albany, IN",36843
"New Castle, IN",17113
"New Haven, IN",15922
"North Vernon, IN",6702
"Oakland City, IN",2404
"Rising Sun, IN",2139
"South Bend, IN",102026
"Tell City, IN",7211
"Terre Haute, IN",60622
"Union City, IN",3440
"West Lafayette, IN",50996
"Albert City, IA",665
"Alta Vista, IA",252
"Arnolds Park, IA",1313
"Barnes City, IA",169
"Battle Creek, IA",693
"Belle Plaine, IA",2440
"Blue Grass, IA",1661
"Buck Grove, IA",41
"Buffalo Center, IA",855
"Carter Lake, IA",3785
"Cedar Falls, IA",40536
"Cedar Rapids, IA",133562
"Center Point, IA",2555
"Central City, IA",1296
"Charles City, IA",7307
"Charter Oak, IA",478
"Clear Lake, IA",7550
"College Springs, IA",203
"Columbus City, IA",372
"Columbus Junction, IA",1837
"Coon Rapids, IA",1232
"Council Bluffs, IA",62166
"Crystal Lake, IA",232
"Dakota City, IA",825
"Dallas Center, IA",1776
"Davis City, IA",184
"Decatur City, IA",184
"Deep River, IA",270
"Des Moines, IA",214237
"De Soto, IA",1025
"Dow City, IA",497
"Eagle Grove, IA",3406
"East Peru, IA",131
"Elk Horn, IA",610
"Forest City, IA",4025
"Fort Atkinson, IA",320
"Fort Dodge, IA",23888
"Fort Madison, IA",10321
"Garden Grove, IA",197
"Gillett Grove, IA",47
"Gilmore City, IA",469
"Goose Lake, IA",220
"Grand Junction, IA",773
"Grand Mound, IA",593
"Grand River, IA",215
"Grundy Center, IA",2670
"Guthrie Center, IA",1494
"Harpers Ferry, IA",323
"Holy Cross, IA",368
"Ida Grove, IA",2052
"Iowa City, IA",75130
"Iowa Falls, IA",5059
"Jackson Junction, IA",54
"Jewell Junction, IA",1139
"Keomah Village, IA",97
"Lake City, IA",1642
"Lake Mills, IA",1984
"Lake Park, IA",1123
"Lake View, IA",1084
"Lambs Grove, IA",169
"La Motte, IA",254
"Le Claire, IA",3965
"Le Grand, IA",914
"Le Mars, IA",10081
"Le Roy, IA",14
"Lime Springs, IA",474
"Linn Grove, IA",146
"Little Rock, IA",433
"Little Sioux, IA",161
"Lone Rock, IA",139
"Lone Tree, IA",1381
"Long Grove, IA",872
"Lost Nation, IA",406
"Low Moor, IA",247
"Lu Verne, IA",249
"Marble Rock, IA",287
"Mason City, IA",26931
"Missouri Valley, IA",2615
"Morning Sun, IA",796
"Mount Auburn, IA",144
"Mount Ayr, IA",1619
"Mount Pleasant, IA",8668
"Mount Vernon, IA",4466
"New Albin, IA",499
"New Hampton, IA",3406
"New Hartford, IA",488
"New Liberty, IA",144
"New London, IA",1839
"New Market, IA",401
"New Providence, IA",223
"New Sharon, IA",1293
"New Vienna, IA",411
"New Virginia, IA",491
"Nora Springs, IA",1354
"North English, IA",1007
"North Liberty, IA",19501
"North Washington, IA",138
"Oakland Acres, IA",159
"Orange City, IA",6182
"Oxford Junction, IA",483
"Pacific Junction, IA",342
"Panorama Park, IA",319
"Pilot Mound, IA",168
"Pleasant Hill, IA",10019
"Pleasant Plain, IA",98
"Polk City, IA",4961
"Prairie City, IA",1718
"Promise City, IA",108
"Red Oak, IA",5276
"Rock Falls, IA",143
"Rock Rapids, IA",2522
"Rock Valley, IA",3854
"Rockwell City, IA",2082
"Rose Hill, IA",163
"Sac City, IA",2068
"St. Ansgar, IA",1120
"St. Anthony, IA",99
"St. Charles, IA",619
"St. Donatus, IA",129
"St. Lucas, IA",136
"St. Marys, IA",127
"St. Olaf, IA",101
"St. Paul, IA",124
"Sergeant Bluff, IA",5127
"Shannon City, IA",69
"Shell Rock, IA",1275
"Silver City, IA",246
"Sioux Center, IA",7605
"Sioux City, IA",82651
"Sioux Rapids, IA",744
"South English, IA",207
"Spirit Lake, IA",5155
"Spring Hill, IA",65
"State Center, IA",1436
"Steamboat Rock, IA",302
"Storm Lake, IA",10322
"Story City, IA",3320
"Strawberry Point, IA",1218
"Swea City, IA",507
"University Heights, IA",1026
"University Park, IA",469
"Van Horne, IA",656
"Van Meter, IA",1292
"Van Wert, IA",204
"Wall Lake, IA",769
"Webster City, IA",7671
"West Bend, IA",748
"West Branch, IA",2492
"West Burlington, IA",2890
"West Chester, IA",147
"West Liberty, IA",3766
"West Okoboji, IA",291
"West Point, IA",930
"West Union, IA",2305
"What Cheer, IA",624
"Windsor Heights, IA",4809
"Alta Vista, KS",424
"Arkansas City, KS",11669
"Baldwin City, KS",4700
"Baxter Springs, KS",3948
"Bel Aire, KS",8300
"Belle Plaine, KS",1556
"Bird City, KS",432
"Blue Mound, KS",270
"Blue Rapids, KS",961
"Bluff City, KS",59
"Bonner Springs, KS",7906
"Bunker Hill, KS",94
"Burr Oak, KS",161
"Cawker City, KS",433
"Cedar Point, KS",27
"Cedar Vale, KS",508
"Clay Center, KS",3983
"Conway Springs, KS",1218
"Cottonwood Falls, KS",862
"Council Grove, KS",2121
"De Soto, KS",6512
"Dodge City, KS",27104
"El Dorado, KS",12954
"Elk City, KS",292
"Elk Falls, KS",93
"Fall River, KS",145
"Fort Scott, KS",7697
"Garden City, KS",26408
"Garden Plain, KS",909
"Geuda Springs, KS",176
"Glen Elder, KS",423
"Gove City, KS",70
"Grandview Plaza, KS",1528
"Great Bend, KS",14974
"Hill City, KS",1410
"Johnson City, KS",1343
"Junction City, KS",21482
"Kansas City, KS",152960
"La Crosse, KS",1232
"La Cygne, KS",1119
"La Harpe, KS",530
"Lake Quivira, KS",933
"Lincoln Center, KS",1181
"Linn Valley, KS",868
"Little River, KS",522
"Lone Elm, KS",23
"Long Island, KS",121
"Lost Springs, KS",67
"Maple Hill, KS",606
"Matfield Green, KS",43
"Medicine Lodge, KS",1835
"Mission Hills, KS",3547
"Mission Woods, KS",193
"Mound City, KS",678
"Mound Valley, KS",372
"Mount Hope, KS",801
"Neosho Falls, KS",137
"Neosho Rapids, KS",262
"Ness City, KS",1303
"New Albany, KS",51
"New Cambria, KS",126
"New Strawn, KS",380
"North Newton, KS",1762
"Oak Hill, KS",23
"Osage City, KS",2809
"Overland Park, KS",195494
"Park City, KS",7764
"Pawnee Rock, KS",231
"Prairie View, KS",119
"Prairie Village, KS",22295
"Pretty Prairie, KS",649
"Roeland Park, KS",6688
"Rose Hill, KS",3968
"Rush Center, KS",157
"Russell Springs, KS",24
"St. Francis, KS",1292
"St. George, KS",998
"St. John, KS",1176
"St. Marys, KS",2658
"St. Paul, KS",597
"Scott City, KS",3748
"Sharon Springs, KS",760
"Silver Lake, KS",1406
"Smith Center, KS",1570
"South Haven, KS",346
"South Hutchinson, KS",2488
"Spring Hill, KS",7326
"Strong City, KS",455
"Sun City, KS",48
"Sylvan Grove, KS",266
"The Highlands, KS",314
"Valley Center, KS",7325
"Valley Falls, KS",1153
"West Mineral, KS",171
"Westwood Hills, KS",391
"White City, KS",581
"White Cloud, KS",168
"Yates Center, KS",1321
"Audubon Park, KY",1489
"Beaver Dam, KY",3571
"Beechwood Village, KY",1350
"Bowling Green, KY",70543
"Broeck Pointe, KY",282
"Brownsboro Farm, KY",672
"Brownsboro Village, KY",326
"Calvert City, KY",2505
"Cave City, KY",2426
"Central City, KY",5730
"Clay City, KY",1094
"Cold Spring, KY",6571
"Crab Orchard, KY",825
"Crescent Springs, KY",4058
"Crestview Hills, KY",3343
"Dawson Springs, KY",2631
"Douglass Hills, KY",5707
"Druid Hills, KY",313
"Dry Ridge, KY",2205
"Elkhorn City, KY",890
"Forest Hills, KY",458
"Fort Mitchell, KY",8241
"Fort Thomas, KY",16263
"Fort Wright, KY",5745
"Fountain Run, KY",209
"Fox Chase, KY",487
"Glenview Hills, KY",330
"Glenview Manor, KY",196
"Goose Creek, KY",303
"Grand Rivers, KY",367
"Green Spring, KY",747
"Hebron Estates, KY",1177
"Heritage Creek, KY",1133
"Hickory Hill, KY",118
"Highland Heights, KY",7065
"Hollow Creek, KY",806
"Horse Cave, KY",2425
"Houston Acres, KY",504
